filename,caption
scene-0251_10.mp4,A realistic driving scene.
scene-0251_11.mp4,"A realistic driving scene, during day light, on a dry asphalt road, with moderate traffic."
scene-0251_12.mp4,A realistic driving scene.
scene-0251_13.mp4,A realistic driving scene.
scene-0251_14.mp4,A realistic driving scene.
scene-0251_15.mp4,"A realistic driving scene, during day light, with moderate traffic."
scene-0251_16.mp4,A realistic driving scene.
scene-0251_17.mp4,"A realistic driving scene, during day light, in clear weather."
scene-0251_18.mp4,A realistic driving scene.
scene-0251_19.mp4,"A realistic driving scene, in clear weather."
scene-0251_2.mp4,"A realistic driving scene, in an urban environment."
scene-0251_20.mp4,A realistic driving scene.
scene-0251_21.mp4,A realistic driving scene.
scene-0251_22.mp4,A realistic driving scene.
scene-0251_23.mp4,A realistic driving scene.
scene-0251_24.mp4,A realistic driving scene.
scene-0251_25.mp4,A realistic driving scene.
scene-0251_26.mp4,A realistic driving scene.
scene-0251_27.mp4,A realistic driving scene.
scene-0251_28.mp4,A realistic driving scene.
scene-0251_3.mp4,"A realistic driving scene, in an urban environment."
scene-0251_4.mp4,A realistic driving scene.
scene-0251_5.mp4,"A realistic driving scene, with moderate traffic."
scene-0251_6.mp4,A realistic driving scene.
scene-0251_7.mp4,A realistic driving scene.
scene-0251_8.mp4,A realistic driving scene.
scene-0251_9.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road, with moderate traffic."
scene-0252_0.mp4,A realistic driving scene.
scene-0252_1.mp4,A realistic driving scene.
scene-0252_10.mp4,"A realistic driving scene, during overcast light, in overcast weather, in an urban environment, with moderate traffic."
scene-0252_11.mp4,A realistic driving scene.
scene-0252_12.mp4,"A realistic driving scene, during overcast light, in overcast weather, on a dry asphalt road, with moderate traffic."
scene-0252_13.mp4,"A realistic driving scene, during overcast light, in overcast weather."
scene-0252_14.mp4,A realistic driving scene.
scene-0252_15.mp4,A realistic driving scene.
scene-0252_16.mp4,"A realistic driving scene, during overcast light, on a dry asphalt road, with moderate traffic."
scene-0252_17.mp4,A realistic driving scene.
scene-0252_18.mp4,"A realistic driving scene, in an urban environment, with moderate traffic."
scene-0252_19.mp4,"A realistic driving scene, in overcast weather, on a dry asphalt road, in an urban environment."
scene-0252_2.mp4,A realistic driving scene.
scene-0252_20.mp4,"A realistic driving scene, on a dry asphalt road, in an urban environment, with moderate traffic."
scene-0252_21.mp4,"A realistic driving scene, on a dry asphalt road, with moderate traffic."
scene-0252_22.mp4,"A realistic driving scene, during overcast light, with moderate traffic."
scene-0252_23.mp4,"A realistic driving scene, during overcast light, in overcast weather, in an urban environment, with moderate traffic."
scene-0252_24.mp4,A realistic driving scene.
scene-0252_25.mp4,"A realistic driving scene, during overcast light, on a dry asphalt road, in an urban environment."
scene-0252_26.mp4,"A realistic driving scene, in overcast weather, on a dry asphalt road, in an urban environment."
scene-0252_27.mp4,"A realistic driving scene, on a dry asphalt road, in an urban environment."
scene-0252_3.mp4,"A realistic driving scene, during overcast light, in overcast weather, on a dry asphalt road, in an urban environment."
scene-0252_4.mp4,"A realistic driving scene, in an urban environment."
scene-0252_5.mp4,"A realistic driving scene, during overcast light, on a dry asphalt road."
scene-0252_6.mp4,"A realistic driving scene, with moderate traffic."
scene-0252_7.mp4,"A realistic driving scene, with moderate traffic."
scene-0252_8.mp4,"A realistic driving scene, in overcast weather, on a dry asphalt road, with moderate traffic."
scene-0252_9.mp4,A realistic driving scene.
scene-0253_0.mp4,"A realistic driving scene, during overcast light, on a dry asphalt road."
scene-0253_1.mp4,A realistic driving scene.
scene-0253_10.mp4,"A realistic driving scene, during overcast light, in overcast weather, on a dry asphalt road."
scene-0253_11.mp4,A realistic driving scene.
scene-0253_12.mp4,A realistic driving scene.
scene-0253_13.mp4,A realistic driving scene.
scene-0253_14.mp4,"A realistic driving scene, on a dry asphalt road."
scene-0253_15.mp4,"A realistic driving scene, in an urban environment, with moderate traffic."
scene-0253_16.mp4,"A realistic driving scene, during overcast light, with moderate traffic."
scene-0253_17.mp4,A realistic driving scene.
scene-0253_18.mp4,A realistic driving scene.
scene-0253_19.mp4,A realistic driving scene.
scene-0253_2.mp4,A realistic driving scene.
scene-0253_20.mp4,"A realistic driving scene, in an urban environment."
scene-0253_21.mp4,"A realistic driving scene, during overcast light, in overcast weather, on a dry asphalt road, in an urban environment."
scene-0253_22.mp4,"A realistic driving scene, during overcast light, in an urban environment, with moderate traffic."
scene-0253_23.mp4,"A realistic driving scene, in overcast weather, on a dry asphalt road, in an urban environment."
scene-0253_24.mp4,A realistic driving scene.
scene-0253_25.mp4,"A realistic driving scene, during overcast light, in overcast weather, with moderate traffic."
scene-0253_26.mp4,"A realistic driving scene, on a dry asphalt road, in an urban environment, with moderate traffic."
scene-0253_27.mp4,"A realistic driving scene, during overcast light, on a dry asphalt road, with moderate traffic."
scene-0253_28.mp4,A realistic driving scene.
scene-0253_3.mp4,"A realistic driving scene, during overcast light."
scene-0253_4.mp4,"A realistic driving scene, during overcast light, in overcast weather, in an urban environment."
scene-0253_5.mp4,"A realistic driving scene, during overcast light, on a dry asphalt road, with moderate traffic."
scene-0253_6.mp4,A realistic driving scene.
scene-0253_7.mp4,"A realistic driving scene, during overcast light, with moderate traffic."
scene-0253_8.mp4,A realistic driving scene.
scene-0253_9.mp4,A realistic driving scene.
scene-0254_0.mp4,A realistic driving scene.
scene-0254_1.mp4,"A realistic driving scene, in an urban environment, with light traffic."
scene-0254_10.mp4,"A realistic driving scene, during day light, in clear weather, with light traffic."
scene-0254_11.mp4,A realistic driving scene.
scene-0254_12.mp4,A realistic driving scene.
scene-0254_13.mp4,"A realistic driving scene, in clear weather, in an urban environment, with light traffic."
scene-0254_14.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road, in an urban environment."
scene-0254_15.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road."
scene-0254_16.mp4,"A realistic driving scene, during day light, in an urban environment, with light traffic."
scene-0254_17.mp4,A realistic driving scene.
scene-0254_18.mp4,A realistic driving scene.
scene-0254_19.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road."
scene-0254_2.mp4,A realistic driving scene.
scene-0254_20.mp4,"A realistic driving scene, during day light, in clear weather, in an urban environment."
scene-0254_21.mp4,"A realistic driving scene, during day light, in clear weather, with light traffic."
scene-0254_22.mp4,"A realistic driving scene, on a dry asphalt road."
scene-0254_23.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road, with light traffic."
scene-0254_24.mp4,A realistic driving scene.
scene-0254_25.mp4,A realistic driving scene.
scene-0254_26.mp4,A realistic driving scene.
scene-0254_27.mp4,A realistic driving scene.
scene-0254_28.mp4,A realistic driving scene.
scene-0254_3.mp4,"A realistic driving scene, during day light, with light traffic."
scene-0254_4.mp4,A realistic driving scene.
scene-0254_5.mp4,A realistic driving scene.
scene-0254_6.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road, with light traffic."
scene-0254_7.mp4,A realistic driving scene.
scene-0254_8.mp4,"A realistic driving scene, on a dry asphalt road, in an urban environment."
scene-0254_9.mp4,A realistic driving scene.
scene-0255_0.mp4,"A realistic driving scene, during day light, on a dry asphalt road, with moderate traffic."
scene-0255_1.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road, with moderate traffic."
scene-0255_10.mp4,A realistic driving scene.
scene-0255_11.mp4,"A realistic driving scene, during day light, with moderate traffic."
scene-0255_12.mp4,"A realistic driving scene, on a dry asphalt road, in an urban environment."
scene-0255_13.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road."
scene-0255_14.mp4,"A realistic driving scene, on a dry asphalt road."
scene-0255_15.mp4,A realistic driving scene.
scene-0255_16.mp4,A realistic driving scene.
scene-0255_17.mp4,A realistic driving scene.
scene-0255_18.mp4,"A realistic driving scene, in clear weather, in an urban environment, with moderate traffic."
scene-0255_19.mp4,"A realistic driving scene, in clear weather, in an urban environment."
scene-0255_2.mp4,A realistic driving scene.
scene-0255_20.mp4,"A realistic driving scene, during day light, in clear weather, with moderate traffic."
scene-0255_21.mp4,"A realistic driving scene, during day light, on a dry asphalt road, in an urban environment, with moderate traffic."
scene-0255_22.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road, with moderate traffic."
scene-0255_23.mp4,A realistic driving scene.
scene-0255_24.mp4,A realistic driving scene.
scene-0255_25.mp4,A realistic driving scene.
scene-0255_26.mp4,"A realistic driving scene, in clear weather, with moderate traffic."
scene-0255_27.mp4,"A realistic driving scene, on a dry asphalt road, in an urban environment."
scene-0255_28.mp4,A realistic driving scene.
scene-0255_3.mp4,A realistic driving scene.
scene-0255_4.mp4,A realistic driving scene.
scene-0255_5.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road, in an urban environment."
scene-0255_6.mp4,A realistic driving scene.
scene-0255_7.mp4,A realistic driving scene.
scene-0255_8.mp4,A realistic driving scene.
scene-0255_9.mp4,"A realistic driving scene, during day light, on a dry asphalt road."
scene-0256_0.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road, in an urban environment, with moderate traffic."
scene-0256_1.mp4,"A realistic driving scene, in an urban environment."
scene-0256_10.mp4,A realistic driving scene.
scene-0256_11.mp4,A realistic driving scene.
scene-0256_12.mp4,"A realistic driving scene, during day light, in clear weather, in an urban environment, with moderate traffic."
scene-0256_13.mp4,A realistic driving scene.
scene-0256_14.mp4,A realistic driving scene.
scene-0256_15.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road, in an urban environment."
scene-0256_16.mp4,A realistic driving scene.
scene-0256_17.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road."
scene-0256_18.mp4,A realistic driving scene.
scene-0256_19.mp4,"A realistic driving scene, in clear weather."
scene-0256_2.mp4,A realistic driving scene.
scene-0256_20.mp4,A realistic driving scene.
scene-0256_21.mp4,A realistic driving scene.
scene-0256_22.mp4,A realistic driving scene.
scene-0256_23.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road."
scene-0256_24.mp4,A realistic driving scene.
scene-0256_25.mp4,"A realistic driving scene, on a dry asphalt road, with moderate traffic."
scene-0256_26.mp4,"A realistic driving scene, with moderate traffic."
scene-0256_27.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road."
scene-0256_3.mp4,"A realistic driving scene, during day light, on a dry asphalt road, with moderate traffic."
scene-0256_4.mp4,A realistic driving scene.
scene-0256_5.mp4,"A realistic driving scene, during day light, in clear weather, in an urban environment."
scene-0256_6.mp4,"A realistic driving scene, during day light, in clear weather, with moderate traffic."
scene-0256_7.mp4,A realistic driving scene.
scene-0256_8.mp4,A realistic driving scene.
scene-0256_9.mp4,"A realistic driving scene, on a dry asphalt road, with moderate traffic."
scene-0257_0.mp4,"A realistic driving scene, during day light, in clear weather, in an urban environment, with moderate traffic."
scene-0257_1.mp4,A realistic driving scene.
scene-0257_10.mp4,A realistic driving scene.
scene-0257_11.mp4,A realistic driving scene.
scene-0257_12.mp4,"A realistic driving scene, during day light, in clear weather, in an urban environment, with moderate traffic."
scene-0257_13.mp4,A realistic driving scene.
scene-0257_14.mp4,A realistic driving scene.
scene-0257_15.mp4,"A realistic driving scene, during day light, with moderate traffic."
scene-0257_16.mp4,"A realistic driving scene, during day light, on a dry asphalt road, in an urban environment, with moderate traffic."
scene-0257_17.mp4,A realistic driving scene.
scene-0257_18.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road, in an urban environment, with moderate traffic."
scene-0257_19.mp4,A realistic driving scene.
scene-0257_2.mp4,A realistic driving scene.
scene-0257_20.mp4,A realistic driving scene.
scene-0257_21.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road, with moderate traffic."
scene-0257_22.mp4,A realistic driving scene.
scene-0257_23.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road, in an urban environment, with moderate traffic."
scene-0257_24.mp4,"A realistic driving scene, on a dry asphalt road."
scene-0257_25.mp4,"A realistic driving scene, on a dry asphalt road, in an urban environment."
scene-0257_26.mp4,"A realistic driving scene, during day light, on a dry asphalt road, in an urban environment."
scene-0257_27.mp4,"A realistic driving scene, on a dry asphalt road, with moderate traffic."
scene-0257_28.mp4,A realistic driving scene.
scene-0257_3.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road, in an urban environment, with moderate traffic."
scene-0257_4.mp4,"A realistic driving scene, during day light, in an urban environment, with moderate traffic."
scene-0257_5.mp4,A realistic driving scene.
scene-0257_6.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road."
scene-0257_7.mp4,A realistic driving scene.
scene-0257_8.mp4,A realistic driving scene.
scene-0257_9.mp4,A realistic driving scene.
scene-0258_0.mp4,A realistic driving scene.
scene-0258_1.mp4,A realistic driving scene.
scene-0258_10.mp4,A realistic driving scene.
scene-0258_11.mp4,A realistic driving scene.
scene-0258_12.mp4,A realistic driving scene.
scene-0258_13.mp4,"A realistic driving scene, on a dry asphalt road, in an urban environment."
scene-0258_14.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road, in an urban environment, with moderate traffic."
scene-0258_15.mp4,A realistic driving scene.
scene-0258_16.mp4,"A realistic driving scene, in clear weather, with moderate traffic."
scene-0258_17.mp4,A realistic driving scene.
scene-0258_18.mp4,A realistic driving scene.
scene-0258_19.mp4,"A realistic driving scene, in an urban environment, with moderate traffic."
scene-0258_2.mp4,A realistic driving scene.
scene-0258_20.mp4,A realistic driving scene.
scene-0258_21.mp4,A realistic driving scene.
scene-0258_22.mp4,"A realistic driving scene, in clear weather, with moderate traffic."
scene-0258_23.mp4,A realistic driving scene.
scene-0258_24.mp4,A realistic driving scene.
scene-0258_25.mp4,"A realistic driving scene, in an urban environment, with moderate traffic."
scene-0258_26.mp4,"A realistic driving scene, during day light, in clear weather, in an urban environment."
scene-0258_27.mp4,A realistic driving scene.
scene-0258_3.mp4,A realistic driving scene.
scene-0258_4.mp4,"A realistic driving scene, in an urban environment."
scene-0258_5.mp4,A realistic driving scene.
scene-0258_6.mp4,A realistic driving scene.
scene-0258_7.mp4,"A realistic driving scene, in clear weather."
scene-0258_8.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road, in an urban environment, with moderate traffic."
scene-0258_9.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road, in an urban environment."
scene-0259_0.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road, with heavy traffic."
scene-0259_1.mp4,A realistic driving scene.
scene-0259_10.mp4,A realistic driving scene.
scene-0259_11.mp4,A realistic driving scene.
scene-0259_12.mp4,"A realistic driving scene, in clear weather."
scene-0259_13.mp4,"A realistic driving scene, with heavy traffic."
scene-0259_14.mp4,A realistic driving scene.
scene-0259_15.mp4,A realistic driving scene.
scene-0259_16.mp4,A realistic driving scene.
scene-0259_17.mp4,"A realistic driving scene, during daytime light, in an urban environment."
scene-0259_18.mp4,"A realistic driving scene, during daytime light, with heavy traffic."
scene-0259_19.mp4,A realistic driving scene.
scene-0259_2.mp4,"A realistic driving scene, during daytime light, on a dry asphalt road, in an urban environment."
scene-0259_20.mp4,A realistic driving scene.
scene-0259_21.mp4,A realistic driving scene.
scene-0259_22.mp4,A realistic driving scene.
scene-0259_23.mp4,A realistic driving scene.
scene-0259_24.mp4,"A realistic driving scene, on a dry asphalt road, in an urban environment."
scene-0259_25.mp4,"A realistic driving scene, during daytime light, on a dry asphalt road, in an urban environment."
scene-0259_26.mp4,A realistic driving scene.
scene-0259_27.mp4,"A realistic driving scene, during daytime light, in clear weather, with heavy traffic."
scene-0259_28.mp4,A realistic driving scene.
scene-0259_3.mp4,"A realistic driving scene, during daytime light."
scene-0259_4.mp4,A realistic driving scene.
scene-0259_5.mp4,"A realistic driving scene, during daytime light, in clear weather, on a dry asphalt road, in an urban environment."
scene-0259_6.mp4,"A realistic driving scene, during daytime light, on a dry asphalt road, with heavy traffic."
scene-0259_7.mp4,A realistic driving scene.
scene-0259_8.mp4,A realistic driving scene.
scene-0259_9.mp4,A realistic driving scene.
scene-0260_0.mp4,A realistic driving scene.
scene-0260_1.mp4,"A realistic driving scene, in clear weather."
scene-0260_10.mp4,"A realistic driving scene, during day light, in an urban environment."
scene-0260_11.mp4,A realistic driving scene.
scene-0260_12.mp4,A realistic driving scene.
scene-0260_13.mp4,A realistic driving scene.
scene-0260_14.mp4,A realistic driving scene.
scene-0260_15.mp4,A realistic driving scene.
scene-0260_16.mp4,A realistic driving scene.
scene-0260_17.mp4,"A realistic driving scene, on a dry asphalt road."
scene-0260_18.mp4,"A realistic driving scene, on a dry asphalt road, in an urban environment."
scene-0260_19.mp4,A realistic driving scene.
scene-0260_2.mp4,A realistic driving scene.
scene-0260_20.mp4,"A realistic driving scene, during day light."
scene-0260_21.mp4,"A realistic driving scene, in clear weather, with moderate traffic."
scene-0260_22.mp4,"A realistic driving scene, during day light, in clear weather."
scene-0260_23.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road."
scene-0260_24.mp4,"A realistic driving scene, in an urban environment."
scene-0260_25.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road, in an urban environment, with moderate traffic."
scene-0260_26.mp4,"A realistic driving scene, on a dry asphalt road, in an urban environment."
scene-0260_27.mp4,"A realistic driving scene, during day light, with moderate traffic."
scene-0260_28.mp4,"A realistic driving scene, in clear weather, in an urban environment, with moderate traffic."
scene-0260_3.mp4,"A realistic driving scene, during day light, in an urban environment."
scene-0260_4.mp4,"A realistic driving scene, in an urban environment, with moderate traffic."
scene-0260_5.mp4,A realistic driving scene.
scene-0260_6.mp4,A realistic driving scene.
scene-0260_7.mp4,"A realistic driving scene, during day light."
scene-0260_8.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road."
scene-0260_9.mp4,A realistic driving scene.
scene-0261_0.mp4,"A realistic driving scene, during day light, in clear weather, in an urban environment, with moderate traffic."
scene-0261_1.mp4,"A realistic driving scene, during day light."
scene-0261_10.mp4,A realistic driving scene.
scene-0261_11.mp4,A realistic driving scene.
scene-0261_12.mp4,A realistic driving scene.
scene-0261_13.mp4,A realistic driving scene.
scene-0261_14.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road, in an urban environment, with moderate traffic."
scene-0261_15.mp4,A realistic driving scene.
scene-0261_16.mp4,"A realistic driving scene, in clear weather, in an urban environment, with moderate traffic."
scene-0261_17.mp4,A realistic driving scene.
scene-0261_18.mp4,A realistic driving scene.
scene-0261_19.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road, in an urban environment, with moderate traffic."
scene-0261_2.mp4,"A realistic driving scene, during day light, in clear weather."
scene-0261_20.mp4,"A realistic driving scene, during day light, on a dry asphalt road, in an urban environment."
scene-0261_21.mp4,"A realistic driving scene, during day light, in clear weather, in an urban environment, with moderate traffic."
scene-0261_22.mp4,A realistic driving scene.
scene-0261_23.mp4,A realistic driving scene.
scene-0261_24.mp4,"A realistic driving scene, during day light, with moderate traffic."
scene-0261_25.mp4,"A realistic driving scene, with moderate traffic."
scene-0261_26.mp4,"A realistic driving scene, during day light, in an urban environment."
scene-0261_27.mp4,A realistic driving scene.
scene-0261_3.mp4,A realistic driving scene.
scene-0261_4.mp4,A realistic driving scene.
scene-0261_5.mp4,A realistic driving scene.
scene-0261_6.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road, in an urban environment."
scene-0261_7.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road, in an urban environment, with moderate traffic."
scene-0261_8.mp4,A realistic driving scene.
scene-0261_9.mp4,A realistic driving scene.
scene-0262_0.mp4,A realistic driving scene.
scene-0262_1.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road."
scene-0262_10.mp4,A realistic driving scene.
scene-0262_11.mp4,A realistic driving scene.
scene-0262_12.mp4,A realistic driving scene.
scene-0262_13.mp4,"A realistic driving scene, during day light, with moderate traffic."
scene-0262_14.mp4,A realistic driving scene.
scene-0262_15.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road, with moderate traffic."
scene-0262_16.mp4,A realistic driving scene.
scene-0262_17.mp4,"A realistic driving scene, with moderate traffic."
scene-0262_18.mp4,A realistic driving scene.
scene-0262_19.mp4,"A realistic driving scene, on a dry asphalt road."
scene-0262_2.mp4,A realistic driving scene.
scene-0262_20.mp4,"A realistic driving scene, during day light, with moderate traffic."
scene-0262_21.mp4,A realistic driving scene.
scene-0262_22.mp4,"A realistic driving scene, in clear weather, in an urban environment, with moderate traffic."
scene-0262_23.mp4,A realistic driving scene.
scene-0262_24.mp4,A realistic driving scene.
scene-0262_25.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road, in an urban environment."
scene-0262_26.mp4,"A realistic driving scene, during day light, on a dry asphalt road."
scene-0262_27.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road, in an urban environment."
scene-0262_28.mp4,A realistic driving scene.
scene-0262_3.mp4,"A realistic driving scene, with moderate traffic."
scene-0262_4.mp4,A realistic driving scene.
scene-0262_5.mp4,A realistic driving scene.
scene-0262_6.mp4,A realistic driving scene.
scene-0262_7.mp4,A realistic driving scene.
scene-0262_8.mp4,A realistic driving scene.
scene-0262_9.mp4,"A realistic driving scene, on a dry asphalt road, in an urban environment."
scene-0263_0.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road, with moderate traffic."
scene-0263_1.mp4,A realistic driving scene.
scene-0263_10.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road, in an urban environment."
scene-0263_11.mp4,"A realistic driving scene, during day light, in clear weather."
scene-0263_12.mp4,A realistic driving scene.
scene-0263_13.mp4,A realistic driving scene.
scene-0263_14.mp4,"A realistic driving scene, in clear weather."
scene-0263_15.mp4,A realistic driving scene.
scene-0263_16.mp4,"A realistic driving scene, on a dry asphalt road, in an urban environment."
scene-0263_17.mp4,A realistic driving scene.
scene-0263_18.mp4,A realistic driving scene.
scene-0263_19.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road."
scene-0263_2.mp4,"A realistic driving scene, in clear weather."
scene-0263_20.mp4,A realistic driving scene.
scene-0263_21.mp4,A realistic driving scene.
scene-0263_22.mp4,A realistic driving scene.
scene-0263_23.mp4,A realistic driving scene.
scene-0263_24.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road."
scene-0263_25.mp4,A realistic driving scene.
scene-0263_26.mp4,A realistic driving scene.
scene-0263_27.mp4,A realistic driving scene.
scene-0263_28.mp4,A realistic driving scene.
scene-0263_3.mp4,A realistic driving scene.
scene-0263_4.mp4,"A realistic driving scene, in clear weather."
scene-0263_5.mp4,"A realistic driving scene, in an urban environment, with moderate traffic."
scene-0263_6.mp4,A realistic driving scene.
scene-0263_7.mp4,A realistic driving scene.
scene-0263_8.mp4,A realistic driving scene.
scene-0263_9.mp4,A realistic driving scene.
scene-0264_0.mp4,A realistic driving scene.
scene-0264_1.mp4,A realistic driving scene.
scene-0264_10.mp4,"A realistic driving scene, during day light, in clear weather, in an urban environment."
scene-0264_11.mp4,A realistic driving scene.
scene-0264_12.mp4,A realistic driving scene.
scene-0264_13.mp4,A realistic driving scene.
scene-0264_14.mp4,A realistic driving scene.
scene-0264_15.mp4,"A realistic driving scene, in an urban environment, with moderate traffic."
scene-0264_16.mp4,A realistic driving scene.
scene-0264_17.mp4,A realistic driving scene.
scene-0264_18.mp4,A realistic driving scene.
scene-0264_19.mp4,A realistic driving scene.
scene-0264_2.mp4,"A realistic driving scene, in clear weather, in an urban environment, with moderate traffic."
scene-0264_20.mp4,"A realistic driving scene, on a dry asphalt road, in an urban environment."
scene-0264_21.mp4,"A realistic driving scene, on a dry asphalt road, in an urban environment."
scene-0264_22.mp4,A realistic driving scene.
scene-0264_23.mp4,A realistic driving scene.
scene-0264_24.mp4,"A realistic driving scene, in an urban environment."
scene-0264_25.mp4,"A realistic driving scene, during day light, on a dry asphalt road."
scene-0264_26.mp4,A realistic driving scene.
scene-0264_27.mp4,A realistic driving scene.
scene-0264_3.mp4,"A realistic driving scene, in clear weather, in an urban environment, with moderate traffic."
scene-0264_4.mp4,"A realistic driving scene, in clear weather, with moderate traffic."
scene-0264_5.mp4,"A realistic driving scene, on a dry asphalt road, with moderate traffic."
scene-0264_6.mp4,A realistic driving scene.
scene-0264_7.mp4,"A realistic driving scene, during day light, in clear weather, in an urban environment."
scene-0264_8.mp4,"A realistic driving scene, during day light, in clear weather, with moderate traffic."
scene-0264_9.mp4,A realistic driving scene.
scene-0268_0.mp4,A realistic driving scene.
scene-0268_1.mp4,A realistic driving scene.
scene-0268_10.mp4,A realistic driving scene.
scene-0268_11.mp4,"A realistic driving scene, during day light, in clear weather, in an urban environment."
scene-0268_12.mp4,"A realistic driving scene, during day light, with moderate traffic."
scene-0268_13.mp4,"A realistic driving scene, in clear weather."
scene-0268_14.mp4,A realistic driving scene.
scene-0268_15.mp4,A realistic driving scene.
scene-0268_16.mp4,"A realistic driving scene, during day light, on a dry asphalt road, in an urban environment, with moderate traffic."
scene-0268_17.mp4,"A realistic driving scene, with moderate traffic."
scene-0268_18.mp4,A realistic driving scene.
scene-0268_19.mp4,"A realistic driving scene, during day light, on a dry asphalt road, in an urban environment, with moderate traffic."
scene-0268_2.mp4,A realistic driving scene.
scene-0268_20.mp4,"A realistic driving scene, with moderate traffic."
scene-0268_21.mp4,A realistic driving scene.
scene-0268_22.mp4,"A realistic driving scene, in clear weather, with moderate traffic."
scene-0268_23.mp4,"A realistic driving scene, during day light, with moderate traffic."
scene-0268_24.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road, with moderate traffic."
scene-0268_25.mp4,A realistic driving scene.
scene-0268_26.mp4,A realistic driving scene.
scene-0268_27.mp4,"A realistic driving scene, during day light, in clear weather, in an urban environment, with moderate traffic."
scene-0268_3.mp4,A realistic driving scene.
scene-0268_4.mp4,A realistic driving scene.
scene-0268_5.mp4,A realistic driving scene.
scene-0268_6.mp4,"A realistic driving scene, during day light, in clear weather."
scene-0268_7.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road."
scene-0268_8.mp4,A realistic driving scene.
scene-0268_9.mp4,A realistic driving scene.
scene-0269_0.mp4,A realistic driving scene.
scene-0269_1.mp4,A realistic driving scene.
scene-0269_10.mp4,"A realistic driving scene, during day light, with light traffic."
scene-0269_11.mp4,"A realistic driving scene, in clear weather."
scene-0269_12.mp4,A realistic driving scene.
scene-0269_13.mp4,"A realistic driving scene, during day light, in clear weather, in an urban environment, with light traffic."
scene-0269_14.mp4,A realistic driving scene.
scene-0269_15.mp4,"A realistic driving scene, during day light, in clear weather, in an urban environment, with light traffic."
scene-0269_16.mp4,A realistic driving scene.
scene-0269_17.mp4,A realistic driving scene.
scene-0269_18.mp4,"A realistic driving scene, during day light, on a dry asphalt road, in an urban environment, with light traffic."
scene-0269_19.mp4,"A realistic driving scene, during day light, on a dry asphalt road."
scene-0269_2.mp4,"A realistic driving scene, during day light, with light traffic."
scene-0269_20.mp4,A realistic driving scene.
scene-0269_21.mp4,"A realistic driving scene, during day light, on a dry asphalt road, in an urban environment, with light traffic."
scene-0269_22.mp4,"A realistic driving scene, during day light, with light traffic."
scene-0269_23.mp4,"A realistic driving scene, during day light, in an urban environment, with light traffic."
scene-0269_24.mp4,A realistic driving scene.
scene-0269_25.mp4,"A realistic driving scene, during day light, in clear weather, on a dry asphalt road, in an urban environment, with light traffic."
scene-0269_26.mp4,"A realistic driving scene, in an urban environment."
scene-0269_27.mp4,"A realistic driving scene, during day light, in clear weather, with light traffic."
scene-0269_3.mp4,A realistic driving scene.
scene-0269_4.mp4,"A realistic driving scene, on a dry asphalt road, in an urban environment."
scene-0269_5.mp4,"A realistic driving scene, in clear weather, on a dry asphalt road."
scene-0269_6.mp4,A realistic driving scene.
scene-0269_7.mp4,"A realistic driving scene, during day light, on a dry asphalt road, in an urban environment, with light traffic."
